//ID	Skill Name	Skill name Ru	Identify if it is a lifeskill	View to Interface	is level up	use in mount	Class	Left Handed Requirement	Right hand weapon restriction	Body Armor Requirement	Conch usage test	Skill Phase	Skill Type	Useful/Harmful	Learning Level	-1uisite	Skill Points Consumption	Discharged Status	Apply point	Cast Range	Process target	Attack mode	Angle	Radius	Skill region shape	Skill prophase management formula	Skill adds surface status formula	Skill SP Formula	Durability consumption formula	Top-up consumption formula	Skill Region Formula	Discharge phase formula	effect phase formula	Positive effect forumala	Opposing effect formula	Bind status ID can be removed manually	Self parameter	Self Effect	Consumable	Duration	Target parameter	Splash parameter	Duration on target	Splash Persists Effect	Morph ID	Summon ID	Discharge Duration	Repeated Discharge Duration	Damage Effect	Play Action	action	keyframe	Attack Sound Effect	character dummy	Character Effect	Base Standard Value	item dummy	Item Effect	Item Effect 2	Path of Flight keyfram	character dummy2	item dummy3	Path of Flight Effect	Path of Flight speed	Attacked Sound Effect	dummy	Character attacked effect	Effect duration point	Surface attacked effect	Water Surface Effect	ICON	Skill Play Count	Operation Execute Command	Description	Effect	Consumption	Remark
109	Dual Sword Mastery	Мастер парных мечей	1	1	1	0	9,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Fsz_Use	Skill_Fsz_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0109.png	0	0	Increases attack of dual wield weapons	Increase atk of left handed sword by 8%.	Passive	0
110	Shield of Thorns	Shield of Thorns	1	1	1	0	10,10	1,11	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Zjft_Use	Skill_Zjft_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0
111	Parry	Parry	1	1	1	0	10,10	1,11	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	200	4	2	0	0	2	0	0	SkillSp_Hxdj	0	0	SkillArea_Sector_Hxdj	0	Skill_Hxdj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Hxdj	1	1	13	0	-1	-1	0	0	1	136,0	0,0	0	-1	1	0	0	-1	2	109	0	0	0	0	0	0	0	0	0	0
112	Meteor Shower	Метеоритный дождь	1	1	1	0	2,10;12,10	1,3	1,-1	1,-1	-1	2	1	0	-1	74,5	1	1	3	800	4	2	0	0	4	0	0	SkillSp_Lxjy	0	0	SkillArea_Square_Lxjy	0	Skill_Lxjy_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Lxjy	1	1	13	0	62	-1	107	0	-1	0,0	0,0	-1	-1	-1	0	0	63	-1	0	-2	106	0	s0112.png	0	0	Rain arrows from the sky in an area, causing group damage	Deals area damage 20% * lvl.	Fix consumption of 46 SP	0
113	Magma Bullet	Магмовая пуля	1	1	1	0	12,10	1,-1	1,4	1,-1	-1	2	1	0	-1	78,5	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_Rsd	0	0	0	Skill_Rsd_Begin	Skill_Rsd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Rsd	2	1	11	0	64	-1	0	0	1	256,-1	150,0	0	-1	-1	0	0	65	2	254	0	0	0	s0113.png	0	0	Deals damage and ignite target. Only PvP.	Deals 100% attack damage and ignites target for 10 sec. Ignite deals 0.1% * lvl of target's maximum HP. Deal no damage to the monsters.	Consumes 20 + 2 * lvl SP.	0
114	Dispersion Bullet	Dispersion Bullet	1	1	1	0	12,10	1,-1	1,4	1,-1	-1	2	1	0	-1	-1	1	1	3	600	4	2	0	0	2	0	0	SkillSp_Ssd	0	0	SkillArea_Sector_Ssd	0	Skill_Ssd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Ssd	2	1	7	-1	-1	-1	0	0	1	108,0	0,0	0	-1	1	2000	1000	-1	2	109	0	0	0	0	0	0	0	0	0	0
115	Penetrating Bullet	Penetrating Bullet	1	1	1	0	12,10	1,-1	1,4	1,-1	-1	2	1	0	-1	-1	1	1	3	800	4	2	0	0	1	0	0	SkillSp_Ctd	0	0	SkillArea_Line_Ctd	0	Skill_Ctd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Ctd	2	1	7	-1	-1	-1	0	0	1	108,0	0,0	0	-1	1	1012	1500	-1	2	110	0	0	0	0	0	0	0	0	0	0
116	True Sight	Истинное зрение	1	1	1	0	13,10;14,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	99,2	1	1	1	600	4	2	0	0	3	0	SkillArea_State_Syzy	SkillSp_Syzy	0	0	SkillArea_Square_Syzy	0	Skill_Syzy_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Syzy	1	1	12	0	80	-1	175	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	0	0	s0116.png	0	0	Detect hidden unit upon usage. All hidden unit in range will be uncovered	Duration of 35s. Duration increases by 15s per skill level	Consume 13 SP at Level 1. Increases by 3 SP per skill level	0
117	Greater Heal	Greater Heal	1	1	1	0	13,10	1,-1	1,9	1,-1	-1	2	1	1	-1	-1	1	1	1	800	5	2	0	0	4	0	0	SkillSp_Dzy	0	0	SkillArea_Circle_Dzy	0	Skill_Dzy_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Dzy	1	1	11	0	-1	2	113	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	1	114	0	0	0	0	0	0	0	0	0	0
118	Greater Recover	Greater Recover	1	1	1	0	13,10	1,-1	1,9	1,-1	-1	2	1	1	-1	-1	1	1	1	800	5	2	0	0	4	0	0	SkillSp_Dhfs	0	0	SkillArea_Circle_Dhfs	0	Skill_Dhfs_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Dhfs	1	1	11	0	-1	-1	0	0	1	159,0	0,0	-1	-1	-1	0	0	-1	-1	133	0	149	0	0	0	0	0	0	0	0
119	Cursed Fire	Проклятый огонь	1	1	1	0	14,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	99,2	1	1	1	600	4	2	0	0	3	0	SkillArea_State_Zzzh	SkillSp_Zzzh	0	0	SkillArea_Square_Zzzh	0	Skill_Zzzh_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Zzzh	1	1	12	0	94	-1	157	0	1	243,0	0,0	-1	-1	-1	0	0	95	-1	0	-2	185	0	s0119.png	0	0	Decreases the Defense of multiple targets in an area.	Decreases defense by 12% at Level 1. Decreases by 2% more and duration increases by 15s per skill level	Fix consumption of 20 SP	0
120	Counterguard	Counterguard	1	1	1	0	14,10	1,-1	1,9	1,-1	-1	2	1	1	-1	-1	1	1	1	600	4	2	0	0	3	0	SkillArea_State_Sdbz	SkillSp_Sdbz	0	0	SkillArea_Square_Sdbz	0	Skill_Sdbz_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Sdbz	1	1	12	0	-1	-1	0	0	1	150,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0
121	Abyss Mire	Бездонное болото	1	1	1	0	14,10	1,-1	1,9	1,-1	-1	2	1	0	-1	119,3	1	1	1	600	4	2	0	0	3	0	SkillArea_State_Synz	SkillSp_Synz	0	0	SkillArea_Square_Synz	0	Skill_Synz_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Synz	1	1	12	0	96	-1	237	0	1	238,0	0,0	-1	-1	-1	0	0	97	-1	0	-2	239	0	s0121.png	0	0	Decreases movement speed of hostile targets within a certain range upon usage	Decrease target's speed by 30%, lasting 20secs for Lv1. Subsequent Lv decrease speed more 3% more, duration increases by 2secs	Consumes 55 SP at Level 1. Increases by 5 SP per skill level	0
122	Healing Spring	Healing Spring	1	1	1	0	13,10	1,-1	1,-1	1,-1	-1	2	1	1	-1	-1	1	1	1	600	5	2	0	0	3	0	SkillArea_State_Hfwq	SkillSp_Hfwq	0	0	SkillArea_Square_Hfwq	0	Skill_Hfwq_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Hfwq	1	1	12	0	82	-1	241	0	1	242,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	165	0	s0122.png	0	0	Create an area that heals friendly targets continuously	Recovery increase by 2.2x for Lv1, last 17secs. Recovery increase by 0.2x, duration increase by 2secs for every subsequent Lv.	Consumes 32 SP at Level 1. Increases by 2 SP per skill level	0
123	Stealth	Скрытность	1	1	1	0	9,10	1,1	1,1	1,-1	-1	2	1	1	-1	65,3	1	1	1	0	1	1	0	0	0	0	0	SkillSp_Ys	0	0	0	0	Skill_Ys_End	0	0	43	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Ys	1	1	12	0	52	-1	121	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0123.png	0	0	Become invisible to others	Conceals for 30s and consumes 5.5 SP every 5s at level 1. Reduces SP consumption by 0.5 SP and duration increases by 5s per skill level	Fix consumption of 10 sp	0
124	Revival	Воскрешение	1	1	1	1	5,10;13,10;14,10	1,-1	1,-1	1,-1	-1	2	1	1	-1	98,1	1	1	1	800	6	1	0	0	0	0	0	SkillSp_Fh	0	0	0	Skill_Fh_Begin	Skill_Fh_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Fh	1	1	12	0	116	-1	113	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	148	0	0	0	s0124.png	0	0	Revive dead character	Brings dead target back to life. Requires Revival Clover. Each skill level reduce skill cooldown by 1.5 sec	Fix consumption of 50 SP	0
125	Totem's Worship	Totem's Worship	1	1	1	0	8,10	1,-1	1,2	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0125.png	0	0	0	0	0	0
126	Gunpowder Research	Gunpowder Research	1	1	1	0	12,10	1,-1	1,12	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0126.png	0	0	0	0	0	0
127	Tiger Roar	Tiger Roar	1	1	1	0	1,10;8,10;9,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_Hx	0	0	SkillArea_Circle_Hx	0	Skill_Hx_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Hx	1	1	12	0	-1	-1	294	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	101	0	0	0	s0127.png	0	0	Decreases attack and movement speed of targets within range	Decreases additional attack by 3 and movement speed 1% over 15s per skill level	Fix consumption of 20 SP	0
128	Saliva of Lizard	Saliva of Lizard	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Range_Begin	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	2	-1	1027	1600	-1	2	226	-1	0	0	s128sk.png	0	0	0	0	0	0
129	Needle of Stramonium	Needle of Stramonium	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Range_Begin	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Zcmtl	1	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	-1	-1	0	0	-1	-1	0	0	227	0	s129sk.png	0	0	0	0	0	0
130	Stone of Treant	Stone of Treant	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Range_Begin	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	9	-1	1028	4000	-1	2	0	-1	0	0	s130sk.png	0	0	0	0	0	0
131	Panda's Bamboo Shoot	Panda's Bamboo Shoot	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Range_Begin	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	2	-1	1029	1300	-1	2	229	-1	0	0	s131sk.png	0	0	0	0	0	0
132	Bolt of Terra Elder	Bolt of Terra Elder	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Range_Begin	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	9	-1	1031	1300	-1	2	230	-1	0	0	s132sk.png	0	0	0	0	0	0
133	Bolt of Naiad	Bolt of Naiad	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Range_Begin	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	2	-1	1032	1000	-1	2	231	-1	0	0	s133sk.png	0	0	0	0	0	0
134	Oyster	Oyster	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Range_Begin	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	2	-1	1030	1300	-1	2	232	-1	0	0	s134sk.png	0	0	0	0	0	0
135	Bubble Clam	Bubble Clam	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Range_Begin	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	2	-1	1035	1600	-1	2	235	-1	0	0	s135sk.png	0	0	0	0	0	0
136	Baby Icy Dragon	Baby Icy Dragon	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Range_Begin	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	1	-1	1033	1500	-1	2	233	-1	0	0	s136sk.png	0	0	0	0	0	0
137	Icy Dragoon	Icy Dragoon	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Range_Begin	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	8	0	-1	-1	0	0	-1	0,0	0,0	0	1	-1	1034	1500	-1	2	234	-1	0	0	s136sk.png	0	0	0	0	0	0
138	Shadow Quiver	Shadow Quiver	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	900	4	1	0	0	0	0	0	0	0	0	0	Skill_Range_Begin	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	173	-1	0	0	-1	0,0	0,0	0	6	-1	1036	4000	-1	2	131	0	0	0	s138sk.png	1	0	0	0	0	0
139	Mist of Snow Lady	Mist of Snow Lady	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	400	4	1	0	0	0	0	0	0	0	0	0	Skill_Range_Begin	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	1	1	8	0	-1	9	262	0	-1	0,0	0,0	0	-1	-1	0	0	-1	2	235	0	0	0	s139sk.png	0	0	0	0	0	0
140	Fireball of Chieftain	Fireball of Chieftain	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Range_Begin	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	10	0	-1	-1	0	0	-1	0,0	0,0	0	9	-1	1041	1300	-1	2	0	0	0	0	s140sk.png	0	0	0	0	0	0
141	Werewolf Quiver	Werewolf Quiver	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Range_Begin	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	6	-1	1042	4000	-1	2	0	0	0	0	s138sk.png	0	0	0	0	0	0
142	Fireball of Giant Slug	Fireball of Giant Slug	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Range_Begin	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	10	0	-1	-1	0	0	-1	0,0	0,0	0	2	-1	1043	1300	-1	2	0	0	0	0	s140sk.png	0	0	0	0	0	0
143	Icecube of King Penguin	Icecube of King Penguin	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Range_Begin	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	7	-1	1044	1500	-1	2	0	0	0	0	icecube.png	0	0	0	0	0	0
144	Dart of Ninja Mole	Dart of Ninja Mole	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Range_Begin	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	9	-1	1045	1500	-1	2	0	0	0	0	s144sk.png	0	0	0	0	0	0
145	Heart of Mermaid	Heart of Mermaid	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Range_Begin	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	6	-1	1046	800	-1	2	0	0	0	0	s145sk.png	0	0	0	0	0	0
146	Relic Protector	Relic Protector	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	300	4	1	0	0	0	0	0	0	0	0	0	Skill_Range_Begin	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	1	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	-1	-1	0	0	-1	2	0	0	264	0	s146sk.png	0	0	0	0	0	0
147	Wave of King Tortoise	Wave of King Tortoise	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	300	4	1	0	0	0	0	0	0	0	0	0	Skill_Range_Begin	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	1	1	10	0	-1	-1	263	0	-1	0,0	0,0	0	-1	-1	0	0	-1	2	0	0	0	0	s147sk.png	0	0	0	0	0	0
148	Bubble of Water Dancer	Bubble of Water Dancer	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Range_Begin	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	1	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	9	-1	1047	1000	-1	2	0	0	0	0	s148sk.png	0	0	0	0	0	0
149	Mud of Mudman	Mud of Mudman	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Range_Begin	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	1	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	6	-1	1048	1600	-1	2	0	0	0	0	s149sk.png	0	0	0	0	0	0
150	Hand of Stramonium	Hand of Stramonium	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	0	0	-1	-1	1	1	1	800	4	1	0	0	0	0	0	0	0	0	0	Skill_Melee_Begin	Skill_Melee_End	0	0	0	atk=atk(0)+5	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	1	1	11,0,0	0	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	98	2	131	0	0	0	s129sk.png	1	0	0	0	0	0
151	Guardian Angel	Guardian Angel	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Range_Begin	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	10	311	0	-1	0,0	0,0	0	-1	-1	1051	600	-1	2	0	0	0	0	s151sk.png	0	0	0	0	0	0
152	Soul of Goddess	Soul of Goddess	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	800	4	1	0	0	0	0	0	0	0	0	0	Skill_Range_Begin	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	1	1	8	0	-1	-1,10	312,313	0	-1	0,0	0,0	0	-1	-1	0	0	-1	-1	314	0	0	0	s152sk.png	0	0	0	0	0	0
153	Mist of Snow Queen	Mist of Snow Queen	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	400	4	1	0	0	0	0	0	0	0	0	0	Skill_Range_Begin	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	1	1	11,0,0	0	-1	9	262	0	-1	0,0	0,0	0	-1	-1	0	0	-1	2	235	0	0	0	s139sk.png	0	0	0	0	0	0
154	Lump of Mud King	Lump of Mud King	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Range_Begin	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	1	1	11,0,0	0	-1	-1	0	0	-1	0,0	0,0	0	6	-1	1048	1600	-1	2	0	0	0	0	s94ef.png	0	0	0	0	0	0
198	Mass stun A	Mass stun A	1	1	1	0	18,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_Guz	0	0	SkillArea_Circle_BlackDrgWing	0	Skill_XXDJC1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	1	1	11,0,0,0,0,0,0,0,0,0	-1	54	-1,0	252,0	1,0	-1	0,0	0,0	-1	-1	-1	0	0	55	-1	251	0	0	0	s198sk.png	0	0	Boss Skill1	300 Halo 4	0	0
199	Mass stun B	Mass stun B	1	1	1	0	18,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_Guz	0	0	SkillArea_Circle_BlackDrgWing	0	Skill_XXDJC2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	1	1	11,0,0,0,0,0,0,0,0,0	-1	54	-1,0	252,0	1,0	-1	0,0	0,0	-1	-1	-1	0	0	55	-1	251	0	0	0	s198sk.png	0	0	Boss Skill2	400 Halo 3	0	0
200	Woodcutting	Рубка леса	0	1	1	0	-1,10	1,-1	1,18	1,-1	-1	1	0	0	-1	-1	1	1	1	200	18	1	0	0	0	0	0	SkillSp_Ks	0	0	0	0	Skill_Ks_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Ks	1	1	29	0	120	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	cutting.png	1	0	Equip an Axe to harvest wood	Can only harvest grade 1 trees at Level 1. Grade of tree that can be harvested increases per skill level	Passive	0
201	Mining	Добыча руды	0	1	1	0	-1,10	1,-1	1,19	1,-1	-1	1	0	0	-1	-1	1	1	1	200	19	1	0	0	0	0	0	SkillSp_Wk	0	0	0	0	Skill_Wk_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Wk	1	1	28	0	122	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	216	0	0	0	digging.png	1	0	Equip a Pickaxe to mine ore	Can only mine grade 1 ore at Level 1. Grade of ore that can be mined increases per skill level	Passive	0
202	Sit	Sit	0	1	0	0	-1,10	1,-1	1,-1	1,-1	-1	1	1	1	-1	-1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Zx_Use	Skill_Zx_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	32	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	s0042.png	0	0	Rests your character to regain HP	Increases HP recovery rate by 3 times	Passive	0
203	Land Fishing	Наземная рыбалка	0	1	0	0	-1,10	1,-1	1,70	1,-1	-1	2	1	0	-1	-1	1	1	3	1600	70	1	0	0	0	0	0	SkillSp_Fsh	0	0	0	Skill_Fsh_Begin	Skill_Fsh_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Fsh	2	1	29	0	120	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	-1	2	0	-1	0	0	fishing.png	0	0	Fishing	Fishing	Active	0
204	Butchering fish	Разделка рыбы	0	1	0	0	-1,10	1,-1	1,75	1,-1	-1	6	0	0	-1	-1	1	1	1	200	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	29	0	120	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	fishcutting.png	1	0	Butchering fish	Butchering fish	Passive	0
205	Alchemy	Алхимия	0	1	0	0	-1,10	1,-1	1,75	1,-1	-1	6	0	0	-1	-1	1	1	1	200	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	29	0	120	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	alchemy.png	1	0	Alchemy	Alchemy	Passive	0
