//ID	Model Type	Logic Type	Framework Number	Suite Serial	Lab	Part 00	Part 01	Part 02	Part 03	Part 04	Part 05	Part 06	Part 07	FeffID	EeffID	Special Effect Action Serial	Shadow	Action ID	Transparency	Actions	Breathing Sound Effect	Death Sound Effect	Can it be controlled	Area Limitation	Altitude Excursion	Items that can be equipped	length	width	height	Collision Range	Birth	Dead	Birth Effect	Death Effect	Hibernate Action	Death Instant Action	Remaining HP Effect Display	Attack can be swerve	Confirm to use blown away	script	Weapon used	Skill ID	1	2	Monster Skill Rate	drop list	Rate	Quantity Limit	Fatality Rate	Prefix Level	Quest Drop ID	Rate2	ai	turning	vision	noise	getexp	light	mobexp	lv	mxhp	hp	mxsp	sp	mnatk	mxatk	resist	def	hit	flee	crt	mf	hrec	srec	aspd	adis	chase_adis	mspd	col	str	agi	acc	con	spr	luk	left_rad	guild	title	job	exp	nexp	fame	ap	tp	gd	spri	stor	mxsail	sail	stasa	scsm	tstr	tagi	tdex	tcon	tsta	tluk	tmxhp	tmxsp	tatk	tdef	thit	tflee	tmf	tcrt	threc	tsrec	taspd	tadis	tspd	tspri	tscsm	chasf	Wcode
669	Imaginary Snow Doll	xxxx	4	5	202	0	1	1	0	0	0	0	0	0	0	484,485	0	0	1	142	100	221	222	223	0	0	0	0	0.879	0.942	2.562	60	1,5	2,4	399	398	0	0	0	1	1	0	0	139	100	8901,3431,2983,19868,859,8873,8877	166666,45454,76923,29411,222222,555555,555555	0	0	0	4247	1000	10	1	1000	0	0	1	0	59	6800	0	10000	0	912	1123	39	105	250	197	30	143	20	0	1200	200	1500	450	0	30	30	30	30	122	30	20	0	0	0	4218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	30516
670	Snow Doll Spirit	xxxx	4	5	201	0	1	1	0	0	0	0	0	0	0	484,485	0	0	1	142	100	221	222	223	0	0	0	0	0.879	0.942	2.562	60	1,5	2,4	399	398	0	0	0	1	1	0	0	139	100	8901,3431,2983,19868,911,8874,8875	166666,45454,76923,29411,222222,555555,555555	0	0	0	4247	1000	10	1	1000	0	0	1	0	60	7200	0	10000	0	1020	1203	40	120	267	212	30	137	22	0	1200	200	1500	450	0	32	32	32	32	99	32	20	0	0	0	5402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	26800
671	Evil Snow Doll Spirit	xxxx	4	5	203	0	1	1	0	0	0	0	0	0	0	484,485	0	0	1	142	100	221	222	223	0	0	0	0	0.879	0.942	2.562	60	1,5	2,4	399	398	0	0	0	1	1	0	0	139	100	8901,3431,2983,19868,916,8875,8876	166666,45454,76923,29411,222222,555555,555555	0	0	0	4247	1000	10	1	1000	0	0	1	0	62	8500	0	10000	0	950	955	44	146	340	244	55	135	23	0	1200	200	1500	450	0	33	33	33	33	130	33	20	0	0	0	5930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	29052
672	Confused Snow Doll	xxxx	4	5	203	0	1	1	0	0	0	0	0	0	0	484,485	0	0	1	142	100	221	222	223	0	0	0	0	0.879	0.942	2.562	60	1,5	2,4	399	398	0	0	0	1	1	0	0	139	100	0	0	0	0	0	4247	1000	10	1	1000	0	0	1	0	59	18440	0	10000	0	686	1029	36	187	300	224	10	133	24	0	1200	200	1500	450	0	34	34	34	34	34	34	20	0	0	0	6488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	29052
673	Death Knight	xxxx	4	5	668	0	1	1	1	0	0	0	0	0	0	489	0	0	1	177	100	236	237	238	0	0	0	0	6.231	2.678	5.206	80	1,5	2,5	399	398	0	0	0	1	1	0	0	25,234,235	60,30,10	3827,2985,2984,3457,3424,19892,3882,19857,19869,8969	625,20000,625,1666,1111,18181,714,4000,625,4166	0	0	0	0	0	10	1	1200	0	0	1	0	60	1000000	0	10000	0	777	1422	55	236	333	190	15	149	2000	100	700	400	1500	420	0	27	72	27	27	150	27	20	0	0	0	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	23832
674	Clumsy Mud Monster	xxxx	4	5	669	0	1	1	0	0	0	0	0	0	0	0	0	0	1	178	100	260	261	262	0	0	0	0	5.413	7.592	5.602	120	1,5	2,5	399	398	0	0	0	1	1	0	0	154,236	50,50	0	0	0	0	0	0	0	10	1	1000	0	0	1	0	40	30000	0	10000	0	520	780	40	156	132	147	10	154	13	0	700	200	1500	420	0	45	25	25	145	25	25	20	0	0	0	24000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	52000
675	Huge Mud Monster	xxxx	4	5	674	0	1	1	0	0	0	0	0	0	0	0	0	0	1	178	100	260	261	262	0	0	0	0	5.413	7.592	5.602	120	1,5	2,5	399	398	0	0	0	1	1	0	0	154,236,487	40,45,15	3827,2985,2984,3457,3424,19892,3882,19857,19869,8969	625,14285,625,1250,1000,14285,714,2857,625,4166	0	0	0	0	0	10	1	1200	0	0	1	0	60	750000	0	10000	0	900	1599	70	50	450	270	10	143	7000	100	900	200	1500	550	0	55	30	30	180	244	30	20	0	0	0	63270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	52000
676	Jungle Monster	xxxx	4	5	670	0	1	1	0	0	0	0	0	0	0	0	0	0	1	98	100	396	397	398	0	0	-50	0	5.17	3.877	4.18	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	10	1	1000	0	0	1	0	40	30000	0	10000	0	520	780	40	156	132	147	10	154	13	0	700	500	1500	420	0	25	25	25	25	25	25	20	0	0	0	24000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	57980
677	Blood Spirit	xxxx	4	5	671	0	1	1	0	0	0	0	0	0	0	0	0	0	1	98	100	396	397	398	0	0	-50	0	5.17	3.877	4.18	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	10	1	1000	0	0	1	0	60	650000	0	10000	0	1200	1800	49	254	231	247	10	132	27	0	1500	500	1500	500	0	35	35	35	35	35	35	20	0	0	0	102000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	57980
678	Snowman Warlord	xxxx	4	5	672	0	1	1	0	0	0	0	0	0	0	0	0	0	1	179	100	396	397	398	0	0	-50	0	2.896	4.954	6.268	120	1,5	2,5	399	398	0	0	0	1	1	0	0	25,237,238	70,25,5	0	0	0	0	0	0	0	10	1	1000	0	0	1	0	65	1000000	0	10000	0	1120	1680	53	274	400	262	10	126	500	100	1500	500	1500	500	0	37	37	37	37	37	37	20	0	0	0	118500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	58064
679	Wandering Soul	xxxx	4	5	673	0	1	1	1	1	0	0	0	0	0	484,485	0	0	1	180	100	299	300	301	0	0	-50	0	1.28	2.188	4.026	60	1,5	2,5	399	398	0	0	0	1	1	0	0	153,239,240,274,486	30,15,25,10,20	3827,2985,2984,3457,3424,19892,3882,19857,19869,8969	625,10000,625,1000,625,11363,714,2222,625,4166	0	0	0	0	0	10	1	1000	0	0	1	0	65	1900000	0	10000	0	1594	2451	57	170	400	270	10	137	4000	1000	1500	300	1500	500	0	59	32	32	197	234	32	21	0	0	0	81030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	62632
680	Massive Seaweed	xxxx	4	5	676	0	1	1	0	0	0	0	0	0	0	0	0	0	1	182	100	-1	326	327	0	1	-20	0	3.759	3.529	3.137	100	1,5	2,5	399	398	0	0	0	1	1	0	0	25,245	50,50	1780,20110,20110,20110,20110,20109,20110	500,333,500,500,500,333,344	0	0	0	0	0	10	1	1000	0	0	1	0	40	30000	0	10000	0	520	780	40	156	132	147	10	154	13	0	700	300	1500	420	0	25	25	25	25	25	25	20	0	0	0	24000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	13248
681	Grand Sea Jelly	xxxx	4	5	677	0	1	1	0	0	0	0	0	0	0	480	0	0	1	183	100	452	453	454	0	1	-50	0	2.439	2.439	2.273	100	1,5	2,5	399	398	0	0	0	1	1	0	0	25,246	50,50	1780,20110,20110,20110,20110,20109,20110	500,333,500,500,500,333,345	0	0	0	0	0	10	1	1000	0	0	1	0	40	30000	0	10000	0	520	780	40	156	132	147	10	154	13	0	700	250	1500	420	0	45	65	45	25	25	25	20	0	0	0	24000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	39196
682	Sepia Boss	xxxx	4	5	678	0	1	1	0	0	0	0	0	0	0	460	0	0	1	184	100	434	435	436	0	1	-40	0	8.915	8.915	4.00	100	1,5	2,5	399	398	0	0	0	1	1	0	0	25,247	50,50	1780,20110,20110,20110,20110,20109,20110	500,333,500,500,500,333,346	0	0	0	0	0	10	1	1000	0	0	1	0	40	30000	0	10000	0	520	780	40	156	132	147	10	154	13	0	700	300	1500	420	0	65	25	25	105	25	25	20	0	0	0	24000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	45408
683	Great White Shark	xxxx	4	5	679	0	1	1	0	0	0	0	0	0	0	0	0	0	1	185	100	336	337	338	0	1	-70	0	6.042	3.183	3.552	100	1,5	2,5	399	398	0	0	0	1	1	0	0	25,248	50,50	1780,20110,20110,20110,20110,20109,20110	500,333,500,500,500,333,347	0	0	0	0	0	10	1	1000	0	0	1	0	40	30000	0	10000	0	520	780	40	156	132	147	10	154	13	0	700	500	1500	420	0	65	25	25	85	25	25	20	0	0	0	24000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	25664
684	Polliwog Boss	xxxx	4	5	680	0	1	1	0	0	0	0	0	0	0	0	0	0	1	186	100	330	331	332	0	1	-20	0	4.039	2.505	1.771	80	1,5	2,5	399	398	0	0	0	1	1	0	0	25,249	50,50	1780,20110,20110,20110,20110,20109,20110	500,333,500,500,500,333,348	0	0	0	0	0	10	1	1000	0	0	1	0	40	30000	0	10000	0	520	780	40	156	132	147	10	154	13	0	700	300	1500	420	0	25	25	25	25	25	25	20	0	0	0	24000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	16480
685	Ancient Behemoth	xxxx	4	5	675	0	1	1	0	0	0	0	0	0	0	0	0	0	1	181	100	376	377	378	0	1	-40	0	22.28	5.732	6.763	1200	1,5	2,5	399	398	0	0	0	1	1	0	0	25,250,251	50,25,25	0	0	0	0	0	0	0	10	1	1000	0	0	1	0	100	1506000	0	10000	0	2284	3427	70	414	330	377	10	86	38	0	1500	500	1500	504	0	155	55	55	205	55	55	20	0	0	0	198000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	38964
686	Sorrow Warrior	xxxx	4	5	212	0	1	1	0	0	0	0	0	0	0	0	0	0	1	152	100	242	243	244	0	0	0	0	0.98	1.026	1.88	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	8901,3431,2983,19868,914,915,3434	71428,20000,33333,13333,100000,100000,3333	0	0	0	0	0	10	1	1000	0	0	1	0	55	5600	0	10000	0	590	800	33	103	310	130	30	164	9	0	1500	350	1500	500	0	82	20	20	20	75	20	20	0	0	0	1492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	56024
687	Wailing Warrior	xxxx	4	5	213	0	1	1	0	0	0	0	0	0	0	0	0	0	1	153	100	242	243	244	0	0	0	0	2.568	1.544	2.168	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	8901,3431,2983,19868,916,857	71428,20000,33333,13333,100000,100000	0	0	0	0	0	10	1	1000	0	0	1	0	55	5500	0	10000	0	450	550	32	109	240	240	10	162	9	0	1500	350	1500	500	0	87	21	21	21	67	21	20	0	0	0	1747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	62300
688	Wailing Archer	xxxx	4	5	214	0	1	1	0	0	0	0	0	0	0	0	0	0	1	154	100	206	207	208	0	0	0	0	1.568	1.244	2.168	40	1,5	2,5	399	398	0	0	0	1	1	0	0	141	100	8901,3431,2983,19868,858,856	71428,20000,33333,13333,100000,100000	0	0	0	0	0	10	1	1000	0	0	1	0	50	5120	0	10000	0	455	490	26	112	250	139	10	161	10	0	800	400	1500	500	0	90	22	22	22	78	22	20	0	0	0	1884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	55940
689	Sorrow Archer	xxxx	4	5	215	0	1	1	0	0	0	0	0	0	0	0	0	0	1	154	100	206	207	208	0	0	0	0	1.392	1.292	1.983	40	1,5	2,5	399	398	0	0	0	1	1	0	0	138	100	8901,3431,2983,19868,859,911	71428,20000,33333,13333,100000,100000	0	0	0	0	0	10	1	1000	0	0	1	0	50	5223	0	10000	0	390	780	26	106	270	133	10	163	9	0	800	400	1500	500	0	85	21	21	21	98	21	20	0	0	0	1617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	53080
690	Sorrow Captain	xxxx	4	5	212	0	1	1	0	0	0	0	0	0	0	0	0	0	1	152	100	242	243	244	0	0	0	0	0.98	1.026	1.88	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25,107	80,20	1001,19868,19893,7738,2983,19859,911,916,856,3827	3333,666,50000,4545,10000,666,3333,3333,3333,3333	0	0	0	0	0	10	1	1000	0	0	1	0	60	20000	0	10000	0	470	900	63	220	350	151	35	156	10	0	1500	350	1500	500	0	100	24	24	24	90	24	20	0	0	0	12000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	56024
691	Wailing Captain	xxxx	4	5	213	0	1	1	0	0	0	0	0	0	0	0	0	0	1	153	100	242	243	244	0	0	0	0	2.568	1.544	2.168	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25,81,86	80,10,10	1001,19868,19893,7738,2983,19859,857,914,915,3827	3333,666,50000,4545,10000,666,3333,3333,3333,3333	0	0	0	0	0	10	1	1000	0	0	1	0	60	20000	0	10000	0	456	566	60	180	313	250	10	154	13	0	1500	350	1500	500	0	105	25	25	25	90	25	20	0	0	0	14400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	62300
692	Wailing Archer Captain	xxxx	4	5	214	0	1	1	0	0	0	0	0	0	0	0	0	0,0,0	1	154	100	206	207	208	0	0	0	0	1,568	1,244	2,168	40	1,5,0	2,5,0	399	398	0	0	0,0,0	1	1	0	0	141,90	80,20	1001,19868,19893,7738,2983,19859,858,857,859,3827	3333,666,50000,4545,10000,666,3333,3333,3333,3333	0	0	0	0	0	10	1	1000	0	0	1	0	60	14000	0	10000	0	377	677	55	150	250	162	10	154	13	0	800	400	1500	500	0	105	25	25	25	90	25	20	0	0	0	14400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	55940
693	Sorrow Archer Captain	xxxx	4	5	215	0	1	1	0	0	0	0	0	0	0	0	0	0	1	154	100	206	207	208	0	0	0	0	1.392	1.292	1.983	40	1,5	2,5	399	398	0	0	0	1	1	0	0	138,90	90,10	1001,19868,19893,7738,2983,19859,856,916,859,3827	3333,666,50000,4545,10000,666,3333,3333,3333,3333	0	0	0	0	0	10	1	1000	0	0	1	0	60	14000	0	10000	0	342	657	55	140	290	151	10	156	10	0	800	400	1500	500	0	100	24	24	24	90	24	20	0	0	0	12000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	53080
694	Treasure Chest	xxxx	4	5	272	0	1	1	0	0	0	0	0	0	0	0	0	0	1	305	100	-1	-1	-1	0	0	0	0	1.201	1.201	1.201	40	1	2,5	399	0	0	0	0	1	1	0	0	0	0	1780,20110,20110,20110,20110,20109,20108	500,333,500,500,500,500,500	0	0	0	0	0	1	1	1000	0	0	1	0	0	20	0	15	0	0	0	10	2	-2	1	10	200	1	1	2000	0	0	0	0	0	0	5	5	5	5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	2576
695	Swamp Bog	xxxx	4	5	199	0	1	1	0	0	0	0	0	0	0	487	0	0	1	141	100	260	261	262	0	0	0	0	1.281	1.393	0.916	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	8901,3431,2983,19868,914,8873	250000,62500,100000,40000,312500,909090	0	0	0	4081	200	10	1	1000	0	0	1	0	55	6122	0	10000	0	522	611	33	100	240	162	10	154	1000	0	1500	200	1500	420	0	45	25	25	145	88	25	20	0	0	0	2848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	22732
696	Swamp Man	xxxx	4	5	197	0	1	1	0	0	0	0	0	0	0	0	0	0	1	140	100	260	261	262	0	0	0	0	2.183	2.134	2.063	40	1,5	2,5	399	398	0	0	0	1	1	0	0	149	100	8901,3431,2983,19868,915,8874	250000,62500,100000,40000,312500,909090	0	0	0	0	0	10	1	1000	0	0	1	0	55	6256	0	10000	0	455	557	35	105	265	197	30	143	1000	0	1500	200	1500	420	0	55	30	30	180	78	30	20	0	0	0	4218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	52000
697	Swamp Watcher	xxxx	4	5	115	0	1	1	0	0	0	0	0	0	0	0	0	0	1	132	100	339	340	341	0	0	-50	0	3.751	5.316	6.034	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	8901,3431,2983,19868,856,8875,3443	250000,62500,100000,40000,312500,909090,20000	0	0	0	0	0	10	1	1000	0	0	1	0	55	6424	0	10000	0	622	900	36	112	250	177	10	149	15	0	1500	500	1500	420	0	27	27	27	27	92	27	20	0	0	0	3212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	56208
698	Swamp Warden	xxxx	4	5	137	0	1	1	0	0	0	0	0	0	0	0	0	0	1	119	100	339	340	341	0	0	-50	0	3.505	5.842	5.482	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	8901,3431,2983,19868,857,858,8877,8876,3443	250000,62500,100000,40000,312500,312500,909090,909090,5000	0	0	0	0	0	10	1	1000	0	0	1	0	55	13000	0	167	0	737	984	45	326	300	212	45	137	22	0	1500	280	1500	420	0	32	32	32	32	154	32	20	0	0	0	5402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	79328
699	Mystic Tree	xxxx	4	6	681	0	1	1	0	0	0	0	0	0	0	0	0	0	1	121	100	-1	-1	29	0	0	-50	0	7.959	7.455	15.778	40	1,5	2,5	399	0	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	1	1	1000	0	0	1	0	10	200	0	45	0	8	10	10	7	6	2	10	188	0	0	2000	500	1500	0	0	10	10	10	10	10	10	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	16740
700	Ancient Sentinel	xxxx	4	5	115	0	1	1	0	0	0	0	0	0	0	0	0	0	1	132	100	339	340	341	0	0	-50	0	3.751	5.316	6.034	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	10	1	1000	0	0	1	0	50	15680	0	10000	0	532	799	30	160	181	197	10	143	20	0	1500	500	1500	420	0	30	30	30	30	30	30	20	0	0	0	4218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	56208
701	Jungle Guardian	xxxx	4	5	137	0	1	1	0	0	0	0	0	0	0	0	0	0	1	119	100	339	340	341	0	0	-50	0	3.505	5.842	5.482	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	10	1	1000	0	0	1	0	51	16760	0	156	0	548	823	31	163	184	200	10	142	21	0	1500	280	1500	420	0	30	30	30	30	30	30	20	0	0	0	4440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	79328
702	Fish Bone Ambusher	xxxx	4	5	188	0	1	1	0	0	0	0	0	0	0	0	0	0	1	134	100	446	447	448	0	1	-60	0	3.085	1.475	1.445	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	10	1	1000	0	0	1	0	41	4000	0	149	0	292	439	15	50	140	172	10	153	14	0	2000	500	1500	500	0	66	66	25	25	25	25	20	0	0	0	1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	54676
703	Fish Bone Persuer	xxxx	4	5	585	0	1	1	0	0	0	0	0	0	0	0	0	0	1	134	100	446	447	448	0	1	-60	0	3.085	1.475	1.445	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	10	1	1000	0	0	1	0	43	5000	0	10000	0	246	369	14	60	146	156	10	151	15	0	1600	500	1500	600	0	69	69	26	26	26	26	20	0	0	0	1429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	54676
704	Water Mine	xxxx	4	5	682	0	1	1	0	0	0	0	0	0	0	0	0	0	1	310	100	-1	-1	-1	0	1	0	0	2.38	2.38	1.11	40	1	2,5	399	0	0	0	0	1	1	0	0	252	100	0	0	0	0	0	0	0	1	1	1000	0	0	1	0	0	20	0	15	0	0	0	10	2	-2	1	10	200	1	1	2000	0	0	0	0	0	0	5	5	5	5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	14448
705	Treasure Chest	xxxx	4	5	683	0	1	1	0	0	0	0	0	0	0	0	0	0	1	311	100	-1	-1	-1	0	0	0	0	1.201	1.201	1.201	40	1	2,5	399	0	0	0	0	1	1	0	0	0	0	1780,20110,20110,20110,20110	500,333,500,500,500	0	0	0	0	0	1	1	1000	0	0	1	0	0	20	0	15	0	0	0	10	2	-2	1	10	200	1	1	2000	0	0	0	0	0	0	5	5	5	5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	15408
706	Master Swamp Bog	xxxx	4	5	503	0	1	1	0	0	0	0	0	0	0	487	0	0	1	141	100	260	261	262	0	0	0	0	1.281	1.393	0.916	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	1001,19868,19893,7738,2983,19859,858,857,856,3827	2500,666,50000,4545,10000,666,3333,3333,3333,3333	0	0	0	0	0	10	1	1000	0	0	1	0	60	25000	0	10000	0	550	896	50	145	250	177	10	149	1500	0	1500	200	1500	420	0	49	27	27	162	27	27	20	0	0	0	3212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	22732
707	Swamp Champion	xxxx	4	5	197	0	1	1	0	0	0	0	0	0	0	0	0	0	1	140	100	260	261	262	0	0	0	0	2.183	2.134	2.063	40	1,5	2,5	399	398	0	0	0	1	1	0	0	149,488	70,30	1001,19868,19893,7738,2983,19859,859,915,914,3827	2500,666,50000,4545,10000,666,3333,3333,3333,3333	0	0	0	0	0	10	1	1000	0	0	1	0	60	50000	0	10000	0	1033	1403	40	0	310	212	10	137	1500	0	1500	200	1500	420	0	59	32	32	197	32	32	20	0	0	0	5402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	52000
708	Master Swamp Watcher	xxxx	4	5	511	0	1	1	0	0	0	0	0	0	0	0	0	0	1	119	100	339	340	341	0	0	-50	0	3.505	5.842	5.482	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	1001,19868,19893,7738,2983,19859,911,856,857,3827	2500,666,50000,4545,10000,666,3333,3333,3333,3333	0	0	0	0	0	10	1	1000	0	0	1	0	60	40000	0	10000	0	870	1103	52	120	290	197	10	143	20	0	1500	280	1500	420	0	30	30	30	30	30	30	20	0	0	0	4218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	79328
709	Obscure Chest 1	xxxx	4	5	683	0	1	1	0	0	0	0	0	0	0	0	0	0	1	311	100	-1	-1	-1	0	0	0	0	1.201	1.201	1.201	40	1	2,5	399	0	0	0	0	1	1	0	0	0	0	3407,3408,19868,3433,2983,19859,19955,19949,3457,1000	1769,1769,666,3333,666,3333,1250,1250,3225,100	0	0	0	0	0	1	1	1000	0	0	1	0	0	100000	0	15	0	0	0	50	0	-2	1	10	200	112	1	2000	0	0	0	0	0	0	5	5	5	5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	15408
710	Obscure Chest 2	xxxx	4	5	683	0	1	1	0	0	0	0	0	0	0	0	0	0	1	311	100	-1	-1	-1	0	0	0	0	1.201	1.201	1.201	40	1	2,5	399	0	0	0	0	1	1	0	0	0	0	3405,3406,19868,3433,2983,19859,19946,19952,3457,1000	1769,1769,666,3333,666,3333,1250,1250,3225,100	0	0	0	0	0	1	1	1000	0	0	1	0	0	100000	0	15	0	0	0	50	2	-2	1	10	200	112	1	2000	0	0	0	0	0	0	5	5	5	5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1	15408
